class,pred1,pred2,equals,Summary,Description,Enviroment
Other,Other,Other,True,warnings / bugs in EditTable.cpp,I know you are still working on EditTable.cpp but These warnings have popped up on Macintosh and the last two are bugs which I'm sure you'd like to fix: * Warning: variable / argument 'curCol' is not used in function EditTable.cpp line 90 * Warning: variable / argument 'curRow' is not used in function EditTable.cpp line 90 * Warning: variable 'col' is not initialized before being used EditTable.cpp line 107 * Warning: variable 'tableOffset' is not initialized before being used EditTable.cpp line 154,MOZILLA
Other,Other,Other,True,compiler warning,In mozilla/dom/src/base/nsJSSecurityManager.cpp in nsJSSecurityManager::SetContainerPrincipals() a warning from the Macintosh compiler: possible unintended semi-colon (line 829) This can be fixed by moving the semicolon to a new line or enclosing it in {}. The reason I recommend this particular warning be fixed is that someone might see the warning and make the wrong assumption on how to fix the warning and we'd have a hard time tracking down this kind of a bug if it were incorrectly fixed.,MOZILLA
Other,Other,Other,True,ServiceImpl::UnregisterResource does not catch null uri,"ServiceImpl::UnregisterResource has #ifdef REUSE_RESOURCE_URI_AS_KEY const char* uri; rv = aResource->GetValueConst(&uri); #else nsXPIDLCString uri; rv = aResource->GetValue(getter_Copies(uri)); #endif if (NS_FAILED(rv)) return rv; PLHashEntry** hep = PL_HashTableRawLookup(mResources, (*mResources->keyHash)(uri), uri); (where REUSE_RESOURCE_URI_AS_KEY *is* #defined) If the resource's uri == NULL, then GetValueConst returns NS_OK but we end up passing a uri of NULL to PL_HashTableRawLookup and bad things happen. It looks like you need a special check for uri == nsnull and a return of whatever NS_ERROR_* makes sense to the caller. I'm seeing this in the context of the call to rdfService->UnregisterResource(this); in nsRDFResource::~nsRDFResource This is when running in xpcshell : var name = ""component://netscape/rdf/resource-factory""; try { var foo = Components.classes[name].createInstance(); print(foo); foo = null; gc(); } catch(e) { print(""caught+e""); }",MOZILLA
Other,Other,Other,True,Assert/abort on this URL,"This URL is given on www.mozillazine.org today, and it causes the app to assert and abort. My mozilla build is from yesterday, 8/23/99. NTDLL! 77f7629c() il_gif_write(il_container_struct * 0x031f33a0, const unsigned char * 0x00d7e9b0, long 0x00001000) line 794 + 38 bytes GIFDecoder::ImgDWrite(GIFDecoder * const 0x03217700, const unsigned char * 0x00d7e9b0, long 0x00001000) line 89 + 20 bytes IL_StreamWrite(il_container_struct * 0x031f33a0, const unsigned char * 0x00d7e9b0, long 0x00001000) line 967 + 26 bytes NetReaderImpl::Write(const unsigned char * 0x00d7e9b0, long 0x00001000) line 94 + 20 bytes ImageConsumer::OnDataAvailable(ImageConsumer * const 0x031f4d80, nsIChannel * 0x031f4cc0, nsISupports * 0x00000000, nsIInputStream * 0x031fe860, unsigned int 0x00000000, unsigned int 0x00004184) line 301 + 22 bytes nsHTTPResponseListener::OnDataAvailable(nsHTTPResponseListener * const 0x031fd200, nsIChannel * 0x0320df20, nsISupports * 0x031f4cc0, nsIInputStream * 0x031fe860, unsigned int 0x00010390, unsigned int 0x00004184) line 163 + 47 bytes nsOnDataAvailableEvent::HandleEvent(nsOnDataAvailableEvent * const 0x03220980) line 345 nsStreamListenerEvent::HandlePLEvent(PLEvent * 0x03220984) line 144 + 12 bytes PL_HandleEvent(PLEvent * 0x03220984) line 509 + 10 bytes PL_ProcessPendingEvents(PLEventQueue * 0x00adc1e0) line 470 + 9 bytes _md_EventReceiverProc(HWND__ * 0x0055043a, unsigned int 0x0000c0f7, unsigned int 0x00000000, long 0x00adc1e0) line 932 + 9 bytes USER32! 77e71820() 00adc1e0()",MOZILLA
Other,Other,Other,True,Use of uninitialized class pointer,"In layout/html/forms/src/nsNativeSelectControlFrame.cpp: At line 972, *option is declared by not initialized. At line 998 we have: option->GetSelected(&selected); Seems like a problem to me! Colin.",MOZILLA
Other,Configuration Bug Report,Configuration Bug Report,False,resource protocol handler not up to current XPCOM registry file location standards,"I have attached a patch to fix this bug. The bug is that nsResourceProtocolHandler uses the old style GetModuleFilename() approach to derive the location of the res directory instead of the new XPCOM_CurrentProcessComponentRegistry method that Suresh and I implemented in nsSpecialSystemDirectory. Could someone please test the patch, paying particular attention to the fact that I only fixed it on the PC. The same fix should work on other platforms, but I haven't tried it.",MOZILLA
Other,Other,Other,True,RDF/XML datasource Refresh() sends bad notifications,Refresh() seems to be sending bad updates if the datasource has already been loaded. I'll work up a test case. This'll cause problems for the sidebar and flash panel to no end.,MOZILLA
Other,Other,Other,True,[dogfood] crash visiting various websites in the image / networking code,"This started showing up in the builds tonight (12/15). I see it when loading phonebook. Other people see it visiting various websites. We crash because lib container has been deleted and we are getting an On data available call that causes image lib to try to use this deleted container in IL_StreamWriteReady. I started seein this right after I pulled Rick's changes to http tonight. So I'm wondering if that may be related. Here's a stack trace 0xcdc033ca il_image_abort [d:\builds\seamonkey\mozilla\modules\libimg\src\if.cpp, line 1258] IL_StreamAbort [d:\builds\seamonkey\mozilla\modules\libimg\src\if.cpp, line 1595] NetReaderImpl::StreamAbort [d:\builds\seamonkey\mozilla\modules\libimg\src\ilNetReader.cpp, line 114] ImageConsumer::OnDataAvailable [d:\builds\seamonkey\mozilla\gfx\src\nsImageNetContextAsync.cpp, line 278] nsDocumentOpenInfo::OnDataAvailable [d:\builds\seamonkey\mozilla\uriloader\base\nsURILoader.cpp, line 218] nsChannelListener::OnDataAvailable [d:\builds\seamonkey\mozilla\webshell\src\nsDocLoader.cpp, line 1604] nsHTTPResponseListener::OnDataAvailable [d:\builds\seamonkey\mozilla\netwerk\protocol\http\src\nsHTTPResponseListener.cpp, line 202] nsOnDataAvailableEvent::HandleEvent [d:\builds\seamonkey\mozilla\netwerk\base\src\nsAsyncStreamListener.cpp, line 370] nsStreamListenerEvent::HandlePLEvent [d:\builds\seamonkey\mozilla\netwerk\base\src\nsAsyncStreamListener.cpp, line 94] PL_HandleEvent [plevent.c, line 523] _md_EventReceiverProc [plevent.c, line 951] KERNEL32.DLL + 0x35d9 (0xbff735d9) 0x08730016 0xff540070",MOZILLA
Other,Other,Other,True,crash on page (not reproducable),"DESCRIPTION: When loading the page http://www.mozillazine.org/talkback.html?article=1022 I crashed with the stack trace below. It only happened once, and is not reproducable. I suspect it had something to do with the ad being shown at the time STEPS TO REPRODUCE: unknown ACTUAL RESULTS: crash DID NOT WORK CORRECTLY ON: * Linux, mozilla, 1999-12-18, debug build, 10:00PST ADDITIONAL INFORMATION: I saw the following before it went into the debugger: ###!!! ASSERTION: You can't dereference a NULL nsCOMPtr with operator->().: 'mRawPtr != 0', file ../../dist/include/nsCOMPtr.h, line 569 ###!!! Break: at file ../../dist/include/nsCOMPtr.h, line 569 Program received signal SIGSEGV, Segmentation fault. 0x40cd8546 in ?? () from /home/david/mozilla/src/mozilla/dist/bin/components/libcookie.so And then the stack trace was as follows: #0 0x40cd8546 in nsCookieHTTPNotify::ModifyRequest (this=0x815b508, aContext=0x8e90b18) at nsCookieHTTPNotify.cpp:125 #1 0x41568328 in nsHTTPChannel::Open (this=0x8e90b18) at nsHTTPChannel.cpp:1163 #2 0x41565458 in nsHTTPChannel::AsyncRead (this=0x8e90b18, startPosition=0, readCount=-1, aContext=0x0, listener=0x8e35640) at nsHTTPChannel.cpp:252 #3 0x40c1800c in NS_OpenURI (aConsumer=0x8e35640, context=0x0, uri=0x8a38840, aGroup=0x0) at ../../../dist/include/nsNetUtil.h:118 #4 0x40c10782 in nsPluginHostImpl::NewEmbededPluginStream (this=0x81337e8, aURL=0x8a38840, aOwner=0x8be7968, aInstance=0x0) at nsPluginHostImpl.cpp:2208 #5 0x40c0ee7c in nsPluginHostImpl::InstantiateEmbededPlugin (this=0x81337e8, aMimeType=0x8cd50f0 ""application/x-java-vm"", aURL=0x8a38840, aOwner=0x8be7968) at nsPluginHostImpl.cpp:1472 #6 0x4108ee8e in nsObjectFrame::InstantiatePlugin (this=0x8caea24, aPresContext=0x8ff0438, aMetrics=@0xbfffa134, aReflowState=@0xbfffa164, aPluginHost=0x81337ec, aMimetype=0x8cd50f0 ""application/x-java-vm"", aURL=0x8a38840) at nsObjectFrame.cpp:941 #7 0x4108e6e5 in nsObjectFrame::Reflow (this=0x8caea24, aPresContext=0x8ff0438, aMetrics=@0xbfffa134, aReflowState=@0xbfffa164, aStatus=@0xbfffa278) at nsObjectFrame.cpp:794 #8 0x4108974e in nsLineLayout::ReflowFrame (this=0xbfffa310, aFrame=0x8caea24, aNextRCFrame=0xbfffae90, aReflowStatus=@0xbfffa278, aMetrics=0x0) at nsLineLayout.cpp:961 #9 0x4105a7cb in nsBlockFrame::ReflowInlineFrame (this=0x8cae8f4, aState=@0xbfffae00, aLineLayout=@0xbfffa310, aLine=0x8c9b710, aFrame=0x8caea24, aLineReflowStatus=0xbfffa2c7 """") at nsBlockFrame.cpp:3677 #10 0x4105a4e2 in nsBlockFrame::DoReflowInlineFrames (this=0x8cae8f4, aState=@0xbfffae00, aLineLayout=@0xbfffa310, aLine=0x8c9b710, aKeepReflowGoing=0xbfffabe0, aLineReflowStatus=0xbfffaae3 ""\002"") at nsBlockFrame.cpp:3568 #11 0x4105a313 in nsBlockFrame::DoReflowInlineFramesAuto (this=0x8cae8f4, aState=@0xbfffae00, aLine=0x8c9b710, aKeepReflowGoing=0xbfffabe0, aLineReflowStatus=0xbfffaae3 ""\002"") at nsBlockFrame.cpp:3513 #12 0x4105a106 in nsBlockFrame::ReflowInlineFrames (this=0x8cae8f4, aState=@0xbfffae00, aLine=0x8c9b710, aKeepReflowGoing=0xbfffabe0) at nsBlockFrame.cpp:3462 #13 0x410588a5 in nsBlockFrame::ReflowLine (this=0x8cae8f4, aState=@0xbfffae00, aLine=0x8c9b710, aKeepReflowGoing=0xbfffabe0, aDamageDirtyArea=1) at nsBlockFrame.cpp:2667 #14 0x41057f4e in nsBlockFrame::ReflowDirtyLines (this=0x8cae8f4, aState=@0xbfffae00) at nsBlockFrame.cpp:2427 #15 0x41056470 in nsBlockFrame::Reflow (this=0x8cae8f4, aPresContext=0x8ff0438, aMetrics=@0xbfffb278, aReflowState=@0xbfffb024, aStatus=@0xbfffb178) at nsBlockFrame.cpp:1491 #16 0x4106007b in nsBlockReflowContext::ReflowBlock (this=0xbfffb238, aFrame=0x8cae8f4, aSpace=@0xbfffb180, aApplyTopMargin=0, aPrevBottomMargin=0, aIsAdjacentWithTop=1, aComputedOffsets=@0xbfffb190, aFrameReflowStatus=@0xbfffb178) at nsBlockReflowContext.cpp:259 #17 0x41059aa0 in nsBlockFrame::ReflowBlockFrame (this=0x8cae870, aState=@0xbfffb5d0, aLine=0x855e5e8, aKeepReflowGoing=0xbfffb3b0) at nsBlockFrame.cpp:3250 #18 0x4105863e in nsBlockFrame::ReflowLine (this=0x8cae870, aState=@0xbfffb5d0, aLine=0x855e5e8, aKeepReflowGoing=0xbfffb3b0, aDamageDirtyArea=1) at nsBlockFrame.cpp:2616 #19 0x41057f4e in nsBlockFrame::ReflowDirtyLines (this=0x8cae870, aState=@0xbfffb5d0) at nsBlockFrame.cpp:2427 #20 0x41056470 in nsBlockFrame::Reflow (this=0x8cae870, aPresContext=0x8ff0438, aMetrics=@0xbfffb920, aReflowState=@0xbfffb880, aStatus=@0xbfffc998) at nsBlockFrame.cpp:1491 #21 0x41063fc5 in nsContainerFrame::ReflowChild (this=0x8cae810, aKidFrame=0x8cae870, aPresContext=0x8ff0438, aDesiredSize=@0xbfffb920, aReflowState=@0xbfffb880, aX=48, aY=48, aFlags=0, aStatus=@0xbfffc998) at nsContainerFrame.cpp:621 #22 0x4120f77f in nsTableCellFrame::Reflow (this=0x8cae810, aPresContext=0x8ff0438, aDesiredSize=@0xbfffbadc, aReflowState=@0xbfffba3c, aStatus=@0xbfffc998) at nsTableCellFrame.cpp:663 #23 0x41063fc5 in nsContainerFrame::ReflowChild (this=0x8cae7c8, aKidFrame=0x8cae810, aPresContext=0x8ff0438, aDesiredSize=@0xbfffbadc, etc...",MOZILLA
Other,Other,Other,True,[talkback] random but high hit crash in cache code?,"several hits in the m13 talkback reports with a stack that looks like this. nsHTTPChannel::~nsHTTPChannel [d:\builds\seamonkey\mozilla\netwerk\protocol\http\src\nsHTTPChannel.cpp, line 124] nsHTTPChannel::`scalar deleting destructor' nsHTTPChannel::Release [d:\builds\seamonkey\mozilla\netwerk\protocol\http\src\nsHTTPChannel.cpp, line 133] nsCOMPtr_base::~nsCOMPtr_base [d:\builds\seamonkey\mozilla\xpcom\base\nsCOMPtr.cpp, line 45] CacheManagerStreamListener::~CacheManagerStreamListener [d:\builds\seamonkey\mozilla\netwerk\cache\mgr\nsCacheEntryChannel.cpp, line 228] CacheManagerStreamListener::`scalar deleting destructor' CacheOutputStream::Release [d:\builds\seamonkey\mozilla\netwerk\cache\mgr\nsCacheEntryChannel.cpp, line 90] nsCOMPtr_base::assign_with_AddRef [d:\builds\seamonkey\mozilla\xpcom\base\nsCOMPtr.cpp, line 54] nsOnStopRequestEvent::HandleEvent [d:\builds\seamonkey\mozilla\netwerk\base\src\nsAsyncStreamListener.cpp, line 279] nsStreamListenerEvent::HandlePLEvent [d:\builds\seamonkey\mozilla\netwerk\base\src\nsAsyncStreamListener.cpp, line 94] PL_HandleEvent [plevent.c, line 527] _md_EventReceiverProc [plevent.c, line 977] USER32.dll + 0x124c (0x77e7124c)",MOZILLA
Other,Other,Other,True,reproducible crash; build id 200013114; NSGetModule() loop?,"Program received signal SIGSEGV, Segmentation fault. 0x401d8094 in exception type_info function () from /usr/lib/libstdc++-libc6.1-1.so.2 (gdb) bt #0 0x401d8094 in exception type_info function () from /usr/lib/libstdc++-libc6.1-1.so.2 #1 0x401d81c7 in exception type_info function () from /usr/lib/libstdc++-libc6.1-1.so.2 #2 0x401d8233 in exception type_info function () from /usr/lib/libstdc++-libc6.1-1.so.2 #3 0x401d8935 in __frame_state_for () from /usr/lib/libstdc++-libc6.1-1.so.2 #4 0x401d7019 in __throw () from /usr/lib/libstdc++-libc6.1-1.so.2 #5 0x401d8c77 in __builtin_new () from /usr/lib/libstdc++-libc6.1-1.so.2 #6 0x40cbcb6f in NSGetModule () from /usr/lib/mozilla/components/libraptorhtml.so #7 0x40cbd6f9 in NSGetModule () from /usr/lib/mozilla/components/libraptorhtml.so #8 0x40cbd8c7 in NSGetModule () from /usr/lib/mozilla/components/libraptorhtml.so #9 0x40caabd0 in NSGetModule () from /usr/lib/mozilla/components/libraptorhtml.so #10 0x40c08cc1 in NSGetModule () from /usr/lib/mozilla/components/libraptorhtml.so #11 0x40c08d45 in NSGetModule () from /usr/lib/mozilla/components/libraptorhtml.so #12 0x40c0ea2b in NSGetModule () from /usr/lib/mozilla/components/libraptorhtml.so .... #55 0x40bb8628 in NSGetModule () from /usr/lib/mozilla/components/libraptorhtml.so #56 0x40d674b5 in NSGetModule () from /usr/lib/mozilla/components/libraptorhtmlpars.so #57 0x40d67566 in NSGetModule () from /usr/lib/mozilla/components/libraptorhtmlpars.so #58 0x40d67709 in NSGetModule () #59 0x40d65d18 in NSGetModule () from /usr/lib/mozilla/components/libraptorhtmlpars.so #60 0x40d6472d in NSGetModule () from /usr/lib/mozilla/components/libraptorhtmlpars.so #61 0x40d641dd in NSGetModule () from /usr/lib/mozilla/components/libraptorhtmlpars.so #62 0x40d6ee02 in NSGetModule () from /usr/lib/mozilla/components/libraptorhtmlpars.so #63 0x40d6ece7 in NSGetModule () from /usr/lib/mozilla/components/libraptorhtmlpars.so #64 0x40d6e3fa in NSGetModule () from /usr/lib/mozilla/components/libraptorhtmlpars.so #65 0x40bbae48 in NSGetModule () from /usr/lib/mozilla/components/libraptorhtml.so #66 0x40bbb0fb in NSGetModule () from /usr/lib/mozilla/components/libraptorhtml.so #67 0x4045b850 in NSGetModule () from /usr/lib/mozilla/components/libnecko.so #68 0x40f58e8a in NSGetModule () from /usr/lib/mozilla/components/libnecko_http.so #69 0x40f5b711 in NSGetModule () from /usr/lib/mozilla/components/libnecko_http.so #70 0x4044dbb0 in NSGetModule () from /usr/lib/mozilla/components/libnecko.so #71 0x4044d640 in NSGetModule () from /usr/lib/mozilla/components/libnecko.so #72 0x400fb2b3 in PL_HandleEvent () from /usr/lib/mozilla/libxpcom.so #73 0x400fb243 in PL_ProcessPendingEvents () from /usr/lib/mozilla/libxpcom.so #74 0x400fbdea in nsEventQueueImpl::ProcessPendingEvents () from /usr/lib/mozilla/libxpcom.so #75 0x404c4c5f in nsAppShell::SetDispatchListener () from /usr/lib/mozilla/libwidget_gtk.so #76 0x404c4a2d in keysym2ucs () from /usr/lib/mozilla/libwidget_gtk.so #77 0x4065f660 in g_io_add_watch () from /usr/lib/libglib-1.2.so.0 #78 0x40660d29 in g_get_current_time () from /usr/lib/libglib-1.2.so.0 #79 0x40661333 in g_get_current_time () from /usr/lib/libglib-1.2.so.0 #80 0x406614cc in g_main_run () from /usr/lib/libglib-1.2.so.0 #81 0x40584d37 in gtk_main () from /usr/lib/libgtk-1.2.so.0 #82 0x404c511a in nsAppShell::Run () from /usr/lib/mozilla/libwidget_gtk.so #83 0x40409412 in nsAppShellService::Run () from /usr/lib/mozilla/libnsappshell.so #84 0x804a395 in JS_PushArguments () #85 0x804a704 in JS_PushArguments () #86 0x4021fa12 in __libc_start_main () from /lib/libc.so.6 debian/unstable system: gilgamesh:/usr/lib/mozilla[1]ldd ./mozilla-bin libraptorgfx.so => not found libmozjs.so => not found libxpcom.so => not found libjsj.so => not found libplds3.so => not found libplc3.so => not found libnspr3.so => not found libpthread.so.0 => /lib/libpthread.so.0 (0x4001a000) libnsl.so.1 => /lib/libnsl.so.1 (0x4002e000) libutil.so.1 => /lib/libutil.so.1 (0x40044000) libresolv.so.2 => /lib/libresolv.so.2 (0x40047000) libdl.so.2 => /lib/libdl.so.2 (0x40056000) libstdc++-libc6.1-1.so.2 => /usr/lib/libstdc++-libc6.1-1.so.2 (0x4005a000) libm.so.6 => /lib/libm.so.6 (0x4009c000) libc.so.6 => /lib/libc.so.6 (0x400ba000) /lib/ld-linux.so.2 => /lib/ld-linux.so.2 (0x40000000) gilgamesh:/usr/lib/mozilla[1]",MOZILLA
