Bug-ID;Project;Classification;Summary;Description;Link;Enviroment;Tags;Dataset
UVL_893;UVLHub;Other;WI - Bot Integration- Feature;**Is your feature request related to a problem? Please describe.** No, it is related to the need to integrate a Discord bot into the app. **Describe the solution you'd like** As a user, I want a Discord  bot that allows me to interact with uvlhub directly from the app, offering functionalities like browsing, downloading, and uploading datasets.;https://github.com/pringa-uvlhub/uvlhub/issues/111;;feature, high WI, priority: medium;UVLHub
UVL_894;UVLHub;Other;BUG - Wrong profile redirection;"**Describe the bug** When someone tries to search in the url for a profile with an id that does not exist, the system redirects to the “team” page. **To Reproduce** Steps to reproduce the behavior: 1. Run the project 2. On the url, type an user id that doesn't exist, for example, ""/profile/682. 3. The system will automatically redirect to the “team” page. **Expected behavior** The system should redirect to a 404 page **Screenshots** It is not a screenshot, it is a video showing the bug. https://youtu.be/YzmEITU7G_M";https://github.com/pringa-uvlhub/uvlhub/issues/107;;bug, priority: minor;UVLHub
UVL_895;UVLHub;Other;BUG - Fakenodo routes never used;**Describe the bug** There are certain fakenode routes that will never be accessible but their functionality is needed. **To Reproduce** Steps to reproduce the behavior: 1. Go to app/modules/fakenodo/routes.py 2. See routes unused **Expected behavior** It is expected that the functionality will be transferred to the fakenodo service to be able to access it **Screenshots** ![imagen](https://github.com/user-attachments/assets/ed4ff40a-9433-42e7-aeaf-2dd7c0312cc3);https://github.com/pringa-uvlhub/uvlhub/issues/106;;bug, priority: medium;UVLHub
UVL_896;UVLHub;Other;BUG - more data for filtering;**Describe the bug** The system need more data to show that advanced filtering works as expected **To Reproduce** Steps to reproduce the behavior: 1. Go to /explore 2. Fill some filters 3. See that almost always all datasets are shown **Expected behavior** The database must have varied data to show the correct functioning of the filters Screenshots N/A Additional context N/A;https://github.com/pringa-uvlhub/uvlhub/issues/104;;bug, high WI, priority: minor;UVLHub
UVL_897;UVLHub;Other;BUG - Failure when accessing my communities without being logged in;**Describe the bug** Failure when accessing my communities without being logged in **To Reproduce** Steps to reproduce the behavior: 1. Click on 'my communities' 2. See error **Expected behavior** The my communities button should not appear without being logged in. **Screenshots** ![Captura desde 2024-12-10 21-10-40](https://github.com/user-attachments/assets/88570e71-0f02-4b20-9498-e703c97a5dc1);https://github.com/pringa-uvlhub/uvlhub/issues/102;;bug, priority: medium;UVLHub
UVL_898;UVLHub;Other;DOCS  - Responsible for documentation;The documentation published in the wiki of the project repository has been created by me, Javier García Rodríguez, during the course of the project.;https://github.com/pringa-uvlhub/uvlhub/issues/101;;documentation;UVLHub
UVL_899;UVLHub;Other;WI - Integrate-fakenodo-staging-area - Feature;**Is your feature request related to a problem? Please describe.** No, it is related to the need to integrate the fakenodo module into the staging area feature. **Describe the solution you'd like** Integrate fakenodo into the staging area in a similar way as with zenodo.;https://github.com/pringa-uvlhub/uvlhub/issues/100;;feature, high WI, priority: medium;UVLHub
UVL_900;UVLHub;Configuration;BUG - Missed test remember my password;**Describe the bug** It is not being tested if the password reset token is invalid **To Reproduce** Steps to reproduce the behavior: 1. Go to /app/modules/auth/tests/test_unit.py 2. run the test of that archive 3. See on coverage that invalid token feature isn't being tested 4. It doesn´t clear all filters **Expected behavior** Unit test must test all the implemented functionality **Screenshots** N/A **Additional context** N/A;https://github.com/pringa-uvlhub/uvlhub/issues/97;;bug, low WI, priority: minor;UVLHub
UVL_901;UVLHub;Other;CONFIG - Vagrant implementation;**Describe what aspect of configuration you are going to add** Implement vagrant deployment in the project **Describe how you are going to implement it** Follow vagrant’s installation manual for uvlhub.;https://github.com/pringa-uvlhub/uvlhub/issues/96;;configuration;UVLHub
UVL_902;UVLHub;Other;BUG - Navigation buttons redirect incorrectly to 'communities';"Describe the bug The buttons inside ""My Communities"" incorrectly redirect to the general ""Communities"" page. This issue affects the back buttons in the following cases: In the Show view of a community. After deleting a community. After creating a new community. To Reproduce Steps to reproduce the behavior: 1.     Go to the ""My Communities"" section. 2.     Click on any community to view its details (Show view). 3.     Click the back button or perform a delete or create action. 4.     Notice that the buttons redirect to the general ""Communities"" page instead of ""My Communities."" Expected behavior The back buttons and navigation buttons should redirect to ""My Communities"" instead of the general ""Communities"" page. Additional context The issue likely arises from hardcoded URLs or incorrect routing logic in the button actions.";https://github.com/pringa-uvlhub/uvlhub/issues/92;;bug, priority: minor;UVLHub
UVL_903;UVLHub;Other;BUG -  Logout when accessing datasets from the home menu;Description: When a user logs into the app and clicks on any dataset from the home menu, the user is unexpectedly logged out of the current session instead of being shown the dataset. To Reproduce: Go to the home screen after logging in. Click on any dataset from the menu. The app logs out the user automatically. Expected Behavior: The dataset should be displayed without logging the user out. Screenshots: ![image](https://github.com/user-attachments/assets/eca211cb-3be9-41c6-afa2-c00a7199475f) ![image](https://github.com/user-attachments/assets/00ddd040-3764-4d80-87e3-af7a7b095b2c) Additional Context: This issue happens every time a dataset is selected from the home menu after logging in.;https://github.com/pringa-uvlhub/uvlhub/issues/91;;bug, priority: critical;UVLHub
UVL_904;UVLHub;Other;WI - Create communities- Test;Is your feature request related to a problem? Please describe. No, it is related to testing the working item create communities Describe the solution you'd like I would like to perform a comprehensive testing of the functionality.;https://github.com/pringa-uvlhub/uvlhub/issues/89;;test, high WI, priority: medium;UVLHub
UVL_905;UVLHub;Other;BUG - Error When Accessing a Community;**Describe the bug** An error occurs when accessing a specific community. **To Reproduce** Steps to reproduce the behavior: 1. Go to 'Communities'. 2. Click on a specific community. 3. See the error. **Expected behavior** The community page should load and display its content without any errors. **Screenshots** ![imagen](https://github.com/user-attachments/assets/3372f0c8-5205-4be9-bdca-5c516c904967) **Additional context** This issue might be related to an incorrect name ID or a backend error while retrieving the community details.;https://github.com/pringa-uvlhub/uvlhub/issues/87;;bug, priority: medium;UVLHub
UVL_906;UVLHub;Configuration;BUG - Codacy Static Code Analysis error in Rate datasets;**Describe the bug** An error with codacy appears when you created a pull request for Release to main **To Reproduce** Steps to reproduce the behavior: 1. Go to 'app/modules/dataset/routes.py' on the project 4. See error **Expected behavior** The Codacy analysis has to pass correctly **Screenshots** ![Captura desde 2024-12-10 13-47-36](https://github.com/user-attachments/assets/9b9af05e-0b9b-433f-ad98-d9aa1d9483cc);https://github.com/pringa-uvlhub/uvlhub/issues/86;;bug, priority: minor;UVLHub
UVL_907;UVLHub;Other;BUG - Image Not Displayed After Creating a Community;**Describe the bug** When creating a community, after selecting an image and submitting the form, the image does not appear in the newly created community. **To Reproduce** Steps to reproduce the behavior: 1. Go to the 'Communities' section. 2. Click on 'Create Community'. 3. Fill out the form with valid information. 4. Select an image for the community. 5. Click on 'Save community'. **Expected behavior** The community should be created successfully, and the selected image should be displayed correctly on the community's page. **Screenshots** ![imagen](https://github.com/user-attachments/assets/244a5641-d3b2-43bc-a1c2-567eaf0936dd) **Additional context** This issue might be related to the image upload process or the display logic on the community's page. The image file appears to upload successfully, but it does not render or display as expected.;https://github.com/pringa-uvlhub/uvlhub/issues/84;;bug, priority: minor;UVLHub
UVL_908;UVLHub;Other;BUG - Rating dataset is not working;**Describe the bug** When you press the Rate button for a dataset it does not work. **To Reproduce** Steps to reproduce the behavior: 1. Go to 'Latest datasets' 2. Click on 'Sample dataset 4' 3. Click on 'one, two, three, four or five stars' 4. Click on 'Rate' 5. See error **Expected behavior** When you click on 'Rate' the dataset has to be rated. **Screenshots** ![Captura desde 2024-12-09 16-42-07](https://github.com/user-attachments/assets/98b48873-a750-46dd-9634-0e3fe885828f);https://github.com/pringa-uvlhub/uvlhub/issues/81;;bug, priority: minor;UVLHub
UVL_909;UVLHub;Other;BUG -Test workflow not passing properly;**Describe the bug** Test workflow is not working due to the last commit **To Reproduce** Steps to reproduce the behavior: 1. Go to github on develop branch 2. Click on test workflow 3. See error **Expected behavior** Tests should pass **Screenshots** If applicable, add screenshots to help explain your problem. **Additional context** Add any other context about the problem here. ![image](https://github.com/user-attachments/assets/9f62e5da-7fde-47e5-b451-93f1368e655b);https://github.com/pringa-uvlhub/uvlhub/issues/79;;bug, priority: minor;UVLHub
UVL_910;UVLHub;Configuration;BUG - build dataset not working properly;**Describe the bug** Hubfile is not getting a copy for creating a new dataset with the hubfile **To Reproduce** Steps to reproduce the behavior: 1. Go to any dataset 2. Click on add to build dataset 3. Go to the new dataset created **Expected behavior** Hubfile should be duplicated on temp folder **Screenshots** No screenshots **Additional context** Add any other context about the problem here.;https://github.com/pringa-uvlhub/uvlhub/issues/76;;bug, priority: medium;UVLHub
UVL_911;UVLHub;Configuration;BUG - Develop can't access to any screen;"**Describe the bug** When attempting to access a route or perform an action that involves user authentication, a TypeError occurs because REMEMBER_COOKIE_KEY is None. Specifically, the error traceback shows that the application attempts to decode a ""remember me"" cookie, but the key required for HMAC operations is missing, leading to a TypeError. **To Reproduce** Steps to reproduce the behavior: 1. Start the Flask application. 2. See error **Expected behavior** The application should work **Screenshots** If applicable, add screenshots to help explain your problem. **Additional context** Add any other context about the problem here. ![image](https://github.com/user-attachments/assets/c3d4945d-41f4-4022-94c8-2f7e52f9e59f)";https://github.com/pringa-uvlhub/uvlhub/issues/72;;bug, priority: critical;UVLHub
